"Código","Unidade Territorial","UF","Referência","Pessoas Elegiveis","Valor a Ser Repassado","Pessoas ELegiveis a receber R$150","Recurso destinado aos elegiveis com valor de R$150","Pessoas elegiveis a receber R$ 250","Recurso destinado aos elegiveis com valor de R$250","Pessoas Elegiveis a receber R$375","Recurso destinado aos elegiveis com valor de R$375"
"354760","SANTA ROSA DE VITERBO","SP","2022","0","0","0","0","0","0","0","0"
"354765","SANTA SALETE","SP","2022","0","0","0","0","0","0","0","0"
"354770","SANTO ANASTÁCIO","SP","2022","0","0","0","0","0","0","0","0"
"354780","SANTO ANDRÉ","SP","2022","0","0","0","0","0","0","0","0"
"354790","SANTO ANTÔNIO DA ALEGRIA","SP","2022","0","0","0","0","0","0","0","0"
"354800","SANTO ANTÔNIO DE POSSE","SP","2022","0","0","0","0","0","0","0","0"
"354805","SANTO ANTÔNIO DO ARACANGUÁ","SP","2022","0","0","0","0","0","0","0","0"
"354810","SANTO ANTÔNIO DO JARDIM","SP","2022","0","0","0","0","0","0","0","0"
"354820","SANTO ANTÔNIO DO PINHAL","SP","2022","0","0","0","0","0","0","0","0"
"354830","SANTO EXPEDITO","SP","2022","0","0","0","0","0","0","0","0"
"354840","SANTÓPOLIS DO AGUAPEÍ","SP","2022","0","0","0","0","0","0","0","0"
"354850","SANTOS","SP","2022","0","0","0","0","0","0","0","0"
"354860","SÃO BENTO DO SAPUCAÍ","SP","2022","0","0","0","0","0","0","0","0"
"354870","SÃO BERNARDO DO CAMPO","SP","2022","0","0","0","0","0","0","0","0"
"354880","SÃO CAETANO DO SUL","SP","2022","0","0","0","0","0","0","0","0"
"354890","SÃO CARLOS","SP","2022","0","0","0","0","0","0","0","0"
"354900","SÃO FRANCISCO","SP","2022","0","0","0","0","0","0","0","0"
"354910","SÃO JOÃO DA BOA VISTA","SP","2022","0","0","0","0","0","0","0","0"
"354920","SÃO JOÃO DAS DUAS PONTES","SP","2022","0","0","0","0","0","0","0","0"
"354925","SÃO JOÃO DE IRACEMA","SP","2022","0","0","0","0","0","0","0","0"
"354930","SÃO JOÃO DO PAU D´ALHO","SP","2022","0","0","0","0","0","0","0","0"
"354940","SÃO JOAQUIM DA BARRA","SP","2022","0","0","0","0","0","0","0","0"
"354950","SÃO JOSÉ DA BELA VISTA","SP","2022","0","0","0","0","0","0","0","0"
"354960","SÃO JOSÉ DO BARREIRO","SP","2022","0","0","0","0","0","0","0","0"
"354970","SÃO JOSÉ DO RIO PARDO","SP","2022","0","0","0","0","0","0","0","0"
"354980","SÃO JOSÉ DO RIO PRETO","SP","2022","0","0","0","0","0","0","0","0"
"354990","SÃO JOSÉ DOS CAMPOS","SP","2022","0","0","0","0","0","0","0","0"
"354995","SÃO LOURENÇO DA SERRA","SP","2022","0","0","0","0","0","0","0","0"
"355000","SÃO LUÍS DO PARAITINGA","SP","2022","0","0","0","0","0","0","0","0"
"355010","SÃO MANUEL","SP","2022","0","0","0","0","0","0","0","0"
"355020","SÃO MIGUEL ARCANJO","SP","2022","0","0","0","0","0","0","0","0"
"355030","SÃO PAULO","SP","2022","0","0","0","0","0","0","0","0"
"355040","SÃO PEDRO","SP","2022","0","0","0","0","0","0","0","0"
"355050","SÃO PEDRO DO TURVO","SP","2022","0","0","0","0","0","0","0","0"
"355060","SÃO ROQUE","SP","2022","0","0","0","0","0","0","0","0"
"355070","SÃO SEBASTIÃO","SP","2022","0","0","0","0","0","0","0","0"
"355080","SÃO SEBASTIÃO DA GRAMA","SP","2022","0","0","0","0","0","0","0","0"
"355090","SÃO SIMÃO","SP","2022","0","0","0","0","0","0","0","0"
"355100","SÃO VICENTE","SP","2022","0","0","0","0","0","0","0","0"
"355110","SARAPUÍ","SP","2022","0","0","0","0","0","0","0","0"
"355120","SARUTAIÁ","SP","2022","0","0","0","0","0","0","0","0"
"355130","SEBASTIANÓPOLIS DO SUL","SP","2022","0","0","0","0","0","0","0","0"
"355140","SERRA AZUL","SP","2022","0","0","0","0","0","0","0","0"
"355150","SERRANA","SP","2022","0","0","0","0","0","0","0","0"
"355160","SERRA NEGRA","SP","2022","0","0","0","0","0","0","0","0"
"355170","SERTÃOZINHO","SP","2022","0","0","0","0","0","0","0","0"
"355180","SETE BARRAS","SP","2022","0","0","0","0","0","0","0","0"
"355190","SEVERÍNIA","SP","2022","0","0","0","0","0","0","0","0"
"355200","SILVEIRAS","SP","2022","0","0","0","0","0","0","0","0"
"355210","SOCORRO","SP","2022","0","0","0","0","0","0","0","0"
"355220","SOROCABA","SP","2022","0","0","0","0","0","0","0","0"
"355230","SUD MENNUCCI","SP","2022","0","0","0","0","0","0","0","0"
"355240","SUMARÉ","SP","2022","0","0","0","0","0","0","0","0"
"355250","SUZANO","SP","2022","0","0","0","0","0","0","0","0"
"355255","SUZANÁPOLIS","SP","2022","0","0","0","0","0","0","0","0"
"355260","TABAPUÃ","SP","2022","0","0","0","0","0","0","0","0"
"355270","TABATINGA","SP","2022","0","0","0","0","0","0","0","0"
"355280","TABOÃO DA SERRA","SP","2022","0","0","0","0","0","0","0","0"
"355290","TACIBA","SP","2022","0","0","0","0","0","0","0","0"
"355300","TAGUAÍ","SP","2022","0","0","0","0","0","0","0","0"
"355310","TAIAÇU","SP","2022","0","0","0","0","0","0","0","0"
"355320","TAIÚVA","SP","2022","0","0","0","0","0","0","0","0"
"355330","TAMBAÚ","SP","2022","0","0","0","0","0","0","0","0"
"355340","TANABI","SP","2022","0","0","0","0","0","0","0","0"
"355350","TAPIRAÍ","SP","2022","0","0","0","0","0","0","0","0"
"355360","TAPIRATIBA","SP","2022","0","0","0","0","0","0","0","0"
"355365","TAQUARAL","SP","2022","0","0","0","0","0","0","0","0"
"355370","TAQUARITINGA","SP","2022","0","0","0","0","0","0","0","0"
"355380","TAQUARITUBA","SP","2022","0","0","0","0","0","0","0","0"
"355385","TAQUARIVAÍ","SP","2022","0","0","0","0","0","0","0","0"
"355390","TARABAI","SP","2022","0","0","0","0","0","0","0","0"
"355395","TARUMÃ","SP","2022","0","0","0","0","0","0","0","0"
"355400","TATUÍ","SP","2022","0","0","0","0","0","0","0","0"
"355410","TAUBATÉ","SP","2022","0","0","0","0","0","0","0","0"
"355420","TEJUPÁ","SP","2022","0","0","0","0","0","0","0","0"
"355430","TEODORO SAMPAIO","SP","2022","0","0","0","0","0","0","0","0"
"355440","TERRA ROXA","SP","2022","0","0","0","0","0","0","0","0"
"355450","TIETÊ","SP","2022","0","0","0","0","0","0","0","0"
"355460","TIMBURI","SP","2022","0","0","0","0","0","0","0","0"
"355465","TORRE DE PEDRA","SP","2022","0","0","0","0","0","0","0","0"
"355470","TORRINHA","SP","2022","0","0","0","0","0","0","0","0"
"355475","TRABIJU","SP","2022","0","0","0","0","0","0","0","0"
"355480","TREMEMBÉ","SP","2022","0","0","0","0","0","0","0","0"
"355490","TRÊS FRONTEIRAS","SP","2022","0","0","0","0","0","0","0","0"
"355495","TUIUTI","SP","2022","0","0","0","0","0","0","0","0"
"355500","TUPÃ","SP","2022","0","0","0","0","0","0","0","0"
"355510","TUPI PAULISTA","SP","2022","0","0","0","0","0","0","0","0"
"355520","TURIÚBA","SP","2022","0","0","0","0","0","0","0","0"
"355530","TURMALINA","SP","2022","0","0","0","0","0","0","0","0"
"355535","UBARANA","SP","2022","0","0","0","0","0","0","0","0"
"355540","UBATUBA","SP","2022","0","0","0","0","0","0","0","0"
"355550","UBIRAJARA","SP","2022","0","0","0","0","0","0","0","0"
"355560","UCHOA","SP","2022","0","0","0","0","0","0","0","0"
"355570","UNIÃO PAULISTA","SP","2022","0","0","0","0","0","0","0","0"
"355580","URÂNIA","SP","2022","0","0","0","0","0","0","0","0"
"355590","URU","SP","2022","0","0","0","0","0","0","0","0"
"355600","URUPÊS","SP","2022","0","0","0","0","0","0","0","0"
"355610","VALENTIM GENTIL","SP","2022","0","0","0","0","0","0","0","0"
"355620","VALINHOS","SP","2022","0","0","0","0","0","0","0","0"
"355630","VALPARAÍSO","SP","2022","0","0","0","0","0","0","0","0"
"355635","VARGEM","SP","2022","0","0","0","0","0","0","0","0"
"355640","VARGEM GRANDE DO SUL","SP","2022","0","0","0","0","0","0","0","0"
"355645","VARGEM GRANDE PAULISTA","SP","2022","0","0","0","0","0","0","0","0"
"355650","VÁRZEA PAULISTA","SP","2022","0","0","0","0","0","0","0","0"
"355660","VERA CRUZ","SP","2022","0","0","0","0","0","0","0","0"
"355670","VINHEDO","SP","2022","0","0","0","0","0","0","0","0"
"355680","VIRADOURO","SP","2022","0","0","0","0","0","0","0","0"
"355690","VISTA ALEGRE DO ALTO","SP","2022","0","0","0","0","0","0","0","0"
"355695","VITÓRIA BRASIL","SP","2022","0","0","0","0","0","0","0","0"
"355700","VOTORANTIM","SP","2022","0","0","0","0","0","0","0","0"
"355710","VOTUPORANGA","SP","2022","0","0","0","0","0","0","0","0"
"355715","ZACARIAS","SP","2022","0","0","0","0","0","0","0","0"
"355720","CHAVANTES","SP","2022","0","0","0","0","0","0","0","0"
"355730","ESTIVA GERBI","SP","2022","0","0","0","0","0","0","0","0"
"410010","ABATIÁ","PR","2022","0","0","0","0","0","0","0","0"
"410020","ADRIANÓPOLIS","PR","2022","0","0","0","0","0","0","0","0"
"410030","AGUDOS DO SUL","PR","2022","0","0","0","0","0","0","0","0"
"410040","ALMIRANTE TAMANDARÉ","PR","2022","0","0","0","0","0","0","0","0"
"410045","ALTAMIRA DO PARANÁ","PR","2022","0","0","0","0","0","0","0","0"
"410050","ALTÔNIA","PR","2022","0","0","0","0","0","0","0","0"
"410060","ALTO PARANÁ","PR","2022","0","0","0","0","0","0","0","0"
"410070","ALTO PIQUIRI","PR","2022","0","0","0","0","0","0","0","0"
"410080","ALVORADA DO SUL","PR","2022","0","0","0","0","0","0","0","0"
"410090","AMAPORÃ","PR","2022","0","0","0","0","0","0","0","0"
"410100","AMPÉRE","PR","2022","0","0","0","0","0","0","0","0"
"410105","ANAHY","PR","2022","0","0","0","0","0","0","0","0"
"410110","ANDIRÁ","PR","2022","0","0","0","0","0","0","0","0"
"410115","ÂNGULO","PR","2022","0","0","0","0","0","0","0","0"
"410120","ANTONINA","PR","2022","0","0","0","0","0","0","0","0"
"410130","ANTÔNIO OLINTO","PR","2022","0","0","0","0","0","0","0","0"
"410140","APUCARANA","PR","2022","0","0","0","0","0","0","0","0"
"410150","ARAPONGAS","PR","2022","0","0","0","0","0","0","0","0"
"410160","ARAPOTI","PR","2022","0","0","0","0","0","0","0","0"
"410165","ARAPUÃ","PR","2022","0","0","0","0","0","0","0","0"
"410170","ARARUNA","PR","2022","0","0","0","0","0","0","0","0"
"410180","ARAUCÁRIA","PR","2022","0","0","0","0","0","0","0","0"
"410185","ARIRANHA DO IVAÍ","PR","2022","0","0","0","0","0","0","0","0"
"410190","ASSAÍ","PR","2022","0","0","0","0","0","0","0","0"
"410200","ASSIS CHATEAUBRIAND","PR","2022","0","0","0","0","0","0","0","0"
"410210","ASTORGA","PR","2022","0","0","0","0","0","0","0","0"
"410220","ATALAIA","PR","2022","0","0","0","0","0","0","0","0"
"410230","BALSA NOVA","PR","2022","0","0","0","0","0","0","0","0"
"410240","BANDEIRANTES","PR","2022","0","0","0","0","0","0","0","0"
"410250","BARBOSA FERRAZ","PR","2022","0","0","0","0","0","0","0","0"
"410260","BARRACÃO","PR","2022","0","0","0","0","0","0","0","0"
"410270","BARRA DO JACARÉ","PR","2022","0","0","0","0","0","0","0","0"
"410275","BELA VISTA DA CAROBA","PR","2022","0","0","0","0","0","0","0","0"
"410280","BELA VISTA DO PARAÍSO","PR","2022","0","0","0","0","0","0","0","0"
"410290","BITURUNA","PR","2022","0","0","0","0","0","0","0","0"
"410300","BOA ESPERANÇA","PR","2022","0","0","0","0","0","0","0","0"
"410302","BOA ESPERANÇA DO IGUAÇU","PR","2022","0","0","0","0","0","0","0","0"
"410304","BOA VENTURA DE SÃO ROQUE","PR","2022","0","0","0","0","0","0","0","0"
"410305","BOA VISTA DA APARECIDA","PR","2022","0","0","0","0","0","0","0","0"
"410310","BOCAIÚVA DO SUL","PR","2022","0","0","0","0","0","0","0","0"
"410315","BOM JESUS DO SUL","PR","2022","0","0","0","0","0","0","0","0"
"410320","BOM SUCESSO","PR","2022","0","0","0","0","0","0","0","0"
"410322","BOM SUCESSO DO SUL","PR","2022","0","0","0","0","0","0","0","0"
"410330","BORRAZÓPOLIS","PR","2022","0","0","0","0","0","0","0","0"
"410335","BRAGANEY","PR","2022","0","0","0","0","0","0","0","0"
"410337","BRASILÂNDIA DO SUL","PR","2022","0","0","0","0","0","0","0","0"
"410340","CAFEARA","PR","2022","0","0","0","0","0","0","0","0"
"410345","CAFELÂNDIA","PR","2022","0","0","0","0","0","0","0","0"
"410347","CAFEZAL DO SUL","PR","2022","0","0","0","0","0","0","0","0"
"410350","CALIFÓRNIA","PR","2022","0","0","0","0","0","0","0","0"
"410360","CAMBARÁ","PR","2022","0","0","0","0","0","0","0","0"
"410370","CAMBÉ","PR","2022","0","0","0","0","0","0","0","0"
"410380","CAMBIRA","PR","2022","0","0","0","0","0","0","0","0"
"410390","CAMPINA DA LAGOA","PR","2022","0","0","0","0","0","0","0","0"
"410395","CAMPINA DO SIMÃO","PR","2022","0","0","0","0","0","0","0","0"
"410400","CAMPINA GRANDE DO SUL","PR","2022","0","0","0","0","0","0","0","0"
"410405","CAMPO BONITO","PR","2022","0","0","0","0","0","0","0","0"
"410410","CAMPO DO TENENTE","PR","2022","0","0","0","0","0","0","0","0"
"410420","CAMPO LARGO","PR","2022","0","0","0","0","0","0","0","0"
"410425","CAMPO MAGRO","PR","2022","0","0","0","0","0","0","0","0"
"410430","CAMPO MOURÃO","PR","2022","0","0","0","0","0","0","0","0"
"410440","CÂNDIDO DE ABREU","PR","2022","0","0","0","0","0","0","0","0"
"410442","CANDÓI","PR","2022","0","0","0","0","0","0","0","0"
"410445","CANTAGALO","PR","2022","0","0","0","0","0","0","0","0"
"410450","CAPANEMA","PR","2022","0","0","0","0","0","0","0","0"
"410460","CAPITÃO LEÔNIDAS MARQUES","PR","2022","0","0","0","0","0","0","0","0"
"410465","CARAMBEÍ","PR","2022","0","0","0","0","0","0","0","0"
"410470","CARLÓPOLIS","PR","2022","0","0","0","0","0","0","0","0"
"410480","CASCAVEL","PR","2022","0","0","0","0","0","0","0","0"
"410490","CASTRO","PR","2022","0","0","0","0","0","0","0","0"
"410500","CATANDUVAS","PR","2022","0","0","0","0","0","0","0","0"
"410510","CENTENÁRIO DO SUL","PR","2022","0","0","0","0","0","0","0","0"
"410520","CERRO AZUL","PR","2022","0","0","0","0","0","0","0","0"
"410530","CÉU AZUL","PR","2022","0","0","0","0","0","0","0","0"
"410540","CHOPINZINHO","PR","2022","0","0","0","0","0","0","0","0"
"410550","CIANORTE","PR","2022","0","0","0","0","0","0","0","0"
"410560","CIDADE GAÚCHA","PR","2022","0","0","0","0","0","0","0","0"
"410570","CLEVELÂNDIA","PR","2022","0","0","0","0","0","0","0","0"
"410580","COLOMBO","PR","2022","0","0","0","0","0","0","0","0"
"410590","COLORADO","PR","2022","0","0","0","0","0","0","0","0"
"410600","CONGONHINHAS","PR","2022","0","0","0","0","0","0","0","0"
"410610","CONSELHEIRO MAIRINCK","PR","2022","0","0","0","0","0","0","0","0"
"410620","CONTENDA","PR","2022","0","0","0","0","0","0","0","0"
"410630","CORBÉLIA","PR","2022","0","0","0","0","0","0","0","0"
"410640","CORNÉLIO PROCÓPIO","PR","2022","0","0","0","0","0","0","0","0"
"410645","CORONEL DOMINGOS SOARES","PR","2022","0","0","0","0","0","0","0","0"
"410650","CORONEL VIVIDA","PR","2022","0","0","0","0","0","0","0","0"
"410655","CORUMBATAÍ DO SUL","PR","2022","0","0","0","0","0","0","0","0"
"410657","CRUZEIRO DO IGUAÇU","PR","2022","0","0","0","0","0","0","0","0"
"410660","CRUZEIRO DO OESTE","PR","2022","0","0","0","0","0","0","0","0"
"410670","CRUZEIRO DO SUL","PR","2022","0","0","0","0","0","0","0","0"
"410680","CRUZ MACHADO","PR","2022","0","0","0","0","0","0","0","0"
"410685","CRUZMALTINA","PR","2022","0","0","0","0","0","0","0","0"
"410690","CURITIBA","PR","2022","0","0","0","0","0","0","0","0"
"410700","CURIÚVA","PR","2022","0","0","0","0","0","0","0","0"
"410710","DIAMANTE DO NORTE","PR","2022","0","0","0","0","0","0","0","0"
"410712","DIAMANTE DO SUL","PR","2022","0","0","0","0","0","0","0","0"
"410715","DIAMANTE D´OESTE","PR","2022","0","0","0","0","0","0","0","0"
"410720","DOIS VIZINHOS","PR","2022","0","0","0","0","0","0","0","0"
"410725","DOURADINA","PR","2022","0","0","0","0","0","0","0","0"
"410730","DOUTOR CAMARGO","PR","2022","0","0","0","0","0","0","0","0"
"410740","ENÉAS MARQUES","PR","2022","0","0","0","0","0","0","0","0"
"410750","ENGENHEIRO BELTRÃO","PR","2022","0","0","0","0","0","0","0","0"
"410752","ESPERANÇA NOVA","PR","2022","0","0","0","0","0","0","0","0"
"410753","ENTRE RIOS DO OESTE","PR","2022","0","0","0","0","0","0","0","0"
"410754","ESPIGÃO ALTO DO IGUAÇU","PR","2022","0","0","0","0","0","0","0","0"
"410755","FAROL","PR","2022","0","0","0","0","0","0","0","0"
"410760","FAXINAL","PR","2022","0","0","0","0","0","0","0","0"
"410765","FAZENDA RIO GRANDE","PR","2022","0","0","0","0","0","0","0","0"
"410770","FÊNIX","PR","2022","0","0","0","0","0","0","0","0"
"410773","FERNANDES PINHEIRO","PR","2022","0","0","0","0","0","0","0","0"
"410775","FIGUEIRA","PR","2022","0","0","0","0","0","0","0","0"
"410780","FLORAÍ","PR","2022","0","0","0","0","0","0","0","0"
"410785","FLOR DA SERRA DO SUL","PR","2022","0","0","0","0","0","0","0","0"
"410790","FLORESTA","PR","2022","0","0","0","0","0","0","0","0"
"410800","FLORESTÓPOLIS","PR","2022","0","0","0","0","0","0","0","0"
"410810","FLÓRIDA","PR","2022","0","0","0","0","0","0","0","0"
"410820","FORMOSA DO OESTE","PR","2022","0","0","0","0","0","0","0","0"
"410830","FOZ DO IGUAÇU","PR","2022","0","0","0","0","0","0","0","0"
"410832","FRANCISCO ALVES","PR","2022","0","0","0","0","0","0","0","0"
"410840","FRANCISCO BELTRÃO","PR","2022","0","0","0","0","0","0","0","0"
"410845","FOZ DO JORDÃO","PR","2022","0","0","0","0","0","0","0","0"
"410850","GENERAL CARNEIRO","PR","2022","0","0","0","0","0","0","0","0"
"410855","GODOY MOREIRA","PR","2022","0","0","0","0","0","0","0","0"
"410860","GOIOERÊ","PR","2022","0","0","0","0","0","0","0","0"
"410865","GOIOXIM","PR","2022","0","0","0","0","0","0","0","0"
"410870","GRANDES RIOS","PR","2022","0","0","0","0","0","0","0","0"
"410880","GUAÍRA","PR","2022","0","0","0","0","0","0","0","0"
"410890","GUAIRAÇÁ","PR","2022","0","0","0","0","0","0","0","0"
"410895","GUAMIRANGA","PR","2022","0","0","0","0","0","0","0","0"
"410900","GUAPIRAMA","PR","2022","0","0","0","0","0","0","0","0"
"410910","GUAPOREMA","PR","2022","0","0","0","0","0","0","0","0"
"410920","GUARACI","PR","2022","0","0","0","0","0","0","0","0"
"410930","GUARANIAÇU","PR","2022","0","0","0","0","0","0","0","0"
"410940","GUARAPUAVA","PR","2022","0","0","0","0","0","0","0","0"
"410950","GUARAQUEÇABA","PR","2022","0","0","0","0","0","0","0","0"
"410960","GUARATUBA","PR","2022","0","0","0","0","0","0","0","0"
"410965","HONÓRIO SERPA","PR","2022","0","0","0","0","0","0","0","0"
"410970","IBAITI","PR","2022","0","0","0","0","0","0","0","0"
"410975","IBEMA","PR","2022","0","0","0","0","0","0","0","0"
"410980","IBIPORÃ","PR","2022","0","0","0","0","0","0","0","0"
"410990","ICARAÍMA","PR","2022","0","0","0","0","0","0","0","0"
"411000","IGUARAÇU","PR","2022","0","0","0","0","0","0","0","0"
"411005","IGUATU","PR","2022","0","0","0","0","0","0","0","0"
"411007","IMBAÚ","PR","2022","0","0","0","0","0","0","0","0"
"411010","IMBITUVA","PR","2022","0","0","0","0","0","0","0","0"
"411020","INÁCIO MARTINS","PR","2022","0","0","0","0","0","0","0","0"
"411030","INAJÁ","PR","2022","0","0","0","0","0","0","0","0"
"411040","INDIANÓPOLIS","PR","2022","0","0","0","0","0","0","0","0"
"411050","IPIRANGA","PR","2022","0","0","0","0","0","0","0","0"
"411060","IPORÃ","PR","2022","0","0","0","0","0","0","0","0"
"411065","IRACEMA DO OESTE","PR","2022","0","0","0","0","0","0","0","0"
"411070","IRATI","PR","2022","0","0","0","0","0","0","0","0"
"411080","IRETAMA","PR","2022","0","0","0","0","0","0","0","0"
"411090","ITAGUAJÉ","PR","2022","0","0","0","0","0","0","0","0"
"411095","ITAIPULÂNDIA","PR","2022","0","0","0","0","0","0","0","0"
"411100","ITAMBARACÁ","PR","2022","0","0","0","0","0","0","0","0"
"411110","ITAMBÉ","PR","2022","0","0","0","0","0","0","0","0"
"411120","ITAPEJARA D´OESTE","PR","2022","0","0","0","0","0","0","0","0"
"411125","ITAPERUÇU","PR","2022","0","0","0","0","0","0","0","0"
"411130","ITAÚNA DO SUL","PR","2022","0","0","0","0","0","0","0","0"
"411140","IVAÍ","PR","2022","0","0","0","0","0","0","0","0"
"411150","IVAIPORÃ","PR","2022","0","0","0","0","0","0","0","0"
"411155","IVATÉ","PR","2022","0","0","0","0","0","0","0","0"
"411160","IVATUBA","PR","2022","0","0","0","0","0","0","0","0"
"411170","JABOTI","PR","2022","0","0","0","0","0","0","0","0"
"411180","JACAREZINHO","PR","2022","0","0","0","0","0","0","0","0"
"411190","JAGUAPITÃ","PR","2022","0","0","0","0","0","0","0","0"
"411200","JAGUARIAÍVA","PR","2022","0","0","0","0","0","0","0","0"
"411210","JANDAIA DO SUL","PR","2022","0","0","0","0","0","0","0","0"
"411220","JANIÓPOLIS","PR","2022","0","0","0","0","0","0","0","0"
"411230","JAPIRA","PR","2022","0","0","0","0","0","0","0","0"
"411240","JAPURÁ","PR","2022","0","0","0","0","0","0","0","0"
"411250","JARDIM ALEGRE","PR","2022","0","0","0","0","0","0","0","0"
"411260","JARDIM OLINDA","PR","2022","0","0","0","0","0","0","0","0"
"411270","JATAIZINHO","PR","2022","0","0","0","0","0","0","0","0"
"411275","JESUÍTAS","PR","2022","0","0","0","0","0","0","0","0"
"411280","JOAQUIM TÁVORA","PR","2022","0","0","0","0","0","0","0","0"
"411290","JUNDIAÍ DO SUL","PR","2022","0","0","0","0","0","0","0","0"
"411295","JURANDA","PR","2022","0","0","0","0","0","0","0","0"
"411300","JUSSARA","PR","2022","0","0","0","0","0","0","0","0"
"411310","KALORÉ","PR","2022","0","0","0","0","0","0","0","0"
"411320","LAPA","PR","2022","0","0","0","0","0","0","0","0"
"411325","LARANJAL","PR","2022","0","0","0","0","0","0","0","0"
"411330","LARANJEIRAS DO SUL","PR","2022","0","0","0","0","0","0","0","0"
"411340","LEÓPOLIS","PR","2022","0","0","0","0","0","0","0","0"
"411342","LIDIANÓPOLIS","PR","2022","0","0","0","0","0","0","0","0"
"411345","LINDOESTE","PR","2022","0","0","0","0","0","0","0","0"
"411350","LOANDA","PR","2022","0","0","0","0","0","0","0","0"
"411360","LOBATO","PR","2022","0","0","0","0","0","0","0","0"
"411370","LONDRINA","PR","2022","0","0","0","0","0","0","0","0"
"411373","LUIZIANA","PR","2022","0","0","0","0","0","0","0","0"
"411375","LUNARDELLI","PR","2022","0","0","0","0","0","0","0","0"
"411380","LUPIONÓPOLIS","PR","2022","0","0","0","0","0","0","0","0"
"411390","MALLET","PR","2022","0","0","0","0","0","0","0","0"
"411400","MAMBORÊ","PR","2022","0","0","0","0","0","0","0","0"
"411410","MANDAGUAÇU","PR","2022","0","0","0","0","0","0","0","0"
"411420","MANDAGUARI","PR","2022","0","0","0","0","0","0","0","0"
"411430","MANDIRITUBA","PR","2022","0","0","0","0","0","0","0","0"
"411435","MANFRINÓPOLIS","PR","2022","0","0","0","0","0","0","0","0"
"411440","MANGUEIRINHA","PR","2022","0","0","0","0","0","0","0","0"
"411450","MANOEL RIBAS","PR","2022","0","0","0","0","0","0","0","0"
"411460","MARECHAL CÂNDIDO RONDON","PR","2022","0","0","0","0","0","0","0","0"
"411470","MARIA HELENA","PR","2022","0","0","0","0","0","0","0","0"
"411480","MARIALVA","PR","2022","0","0","0","0","0","0","0","0"
"411490","MARILÂNDIA DO SUL","PR","2022","0","0","0","0","0","0","0","0"
"411500","MARILENA","PR","2022","0","0","0","0","0","0","0","0"
"411510","MARILUZ","PR","2022","0","0","0","0","0","0","0","0"
"411520","MARINGÁ","PR","2022","0","0","0","0","0","0","0","0"
"411530","MARIÓPOLIS","PR","2022","0","0","0","0","0","0","0","0"
"411535","MARIPÁ","PR","2022","0","0","0","0","0","0","0","0"
"411540","MARMELEIRO","PR","2022","0","0","0","0","0","0","0","0"
"411545","MARQUINHO","PR","2022","0","0","0","0","0","0","0","0"
"411550","MARUMBI","PR","2022","0","0","0","0","0","0","0","0"
"411560","MATELÂNDIA","PR","2022","0","0","0","0","0","0","0","0"
"411570","MATINHOS","PR","2022","0","0","0","0","0","0","0","0"
"411573","MATO RICO","PR","2022","0","0","0","0","0","0","0","0"
"411575","MAUÁ DA SERRA","PR","2022","0","0","0","0","0","0","0","0"
"411580","MEDIANEIRA","PR","2022","0","0","0","0","0","0","0","0"
"411585","MERCEDES","PR","2022","0","0","0","0","0","0","0","0"
"411590","MIRADOR","PR","2022","0","0","0","0","0","0","0","0"
"411600","MIRASELVA","PR","2022","0","0","0","0","0","0","0","0"
"411605","MISSAL","PR","2022","0","0","0","0","0","0","0","0"
"411610","MOREIRA SALES","PR","2022","0","0","0","0","0","0","0","0"
"411620","MORRETES","PR","2022","0","0","0","0","0","0","0","0"
"411630","MUNHOZ DE MELO","PR","2022","0","0","0","0","0","0","0","0"
"411640","NOSSA SENHORA DAS GRAÇAS","PR","2022","0","0","0","0","0","0","0","0"
"411650","NOVA ALIANÇA DO IVAÍ","PR","2022","0","0","0","0","0","0","0","0"
"411660","NOVA AMÉRICA DA COLINA","PR","2022","0","0","0","0","0","0","0","0"
"411670","NOVA AURORA","PR","2022","0","0","0","0","0","0","0","0"
"411680","NOVA CANTU","PR","2022","0","0","0","0","0","0","0","0"
"411690","NOVA ESPERANÇA","PR","2022","0","0","0","0","0","0","0","0"
"411695","NOVA ESPERANÇA DO SUDOESTE","PR","2022","0","0","0","0","0","0","0","0"
"411700","NOVA FÁTIMA","PR","2022","0","0","0","0","0","0","0","0"
"411705","NOVA LARANJEIRAS","PR","2022","0","0","0","0","0","0","0","0"
"411710","NOVA LONDRINA","PR","2022","0","0","0","0","0","0","0","0"
"411720","NOVA OLÍMPIA","PR","2022","0","0","0","0","0","0","0","0"
"411721","NOVA SANTA BÁRBARA","PR","2022","0","0","0","0","0","0","0","0"
"411722","NOVA SANTA ROSA","PR","2022","0","0","0","0","0","0","0","0"
"411725","NOVA PRATA DO IGUAÇU","PR","2022","0","0","0","0","0","0","0","0"
"411727","NOVA TEBAS","PR","2022","0","0","0","0","0","0","0","0"
"411729","NOVO ITACOLOMI","PR","2022","0","0","0","0","0","0","0","0"
"411730","ORTIGUEIRA","PR","2022","0","0","0","0","0","0","0","0"
"411740","OURIZONA","PR","2022","0","0","0","0","0","0","0","0"
"411745","OURO VERDE DO OESTE","PR","2022","0","0","0","0","0","0","0","0"
"411750","PAIÇANDU","PR","2022","0","0","0","0","0","0","0","0"
"411760","PALMAS","PR","2022","0","0","0","0","0","0","0","0"
"411770","PALMEIRA","PR","2022","0","0","0","0","0","0","0","0"
"411780","PALMITAL","PR","2022","0","0","0","0","0","0","0","0"
